,id,name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,Term,Popularity
0,27934,Nice room with superb city view,Ratchathewi,13.75983,100.54134,Entire home/apt,1905,65,2020-01-06,0.5,2,High,0,Short,Unpopuler
1,27979,"Easy going landlord,easy place",Bang Na,13.66818,100.61674,Private room,1316,0,1970-01-01,0.0,2,High,0,Short,Unpopuler
2,28745,modern-style apartment in Bangkok,Bang Kapi,13.75232,100.62402,Private room,800,0,1970-01-01,0.0,1,High,0,Long,Unpopuler
3,35780,Spacious one bedroom at The Kris Condo Bldg. 3,Din Daeng,13.78823,100.57256,Private room,1286,2,2022-04-01,0.03,1,High,1,Short,Unpopuler
4,941865,Suite Room 3 at MetroPoint,Bang Kapi,13.76872,100.63338,Private room,1905,0,1970-01-01,0.0,3,High,0,Short,Unpopuler
5,1704776,NEw Pro!!  Bungalow Bkk Centre,Bang Kho laen,13.69757,100.5288,Entire home/apt,1000,19,2017-08-03,0.17,41,High,0,Long,Unpopuler
6,48736,Condo with Chaopraya River View,Rat Burana,13.68556,100.49535,Private room,1558,1,2014-02-03,0.01,1,High,0,Short,Unpopuler
7,1738669,1 chic bedroom apartment in BKK,Chatu Chak,13.82925,100.56737,Entire home/apt,1461,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
8,1744248,"Batcave, Pool view, near Chatuchak",Chatu Chak,13.81693,100.56433,Entire home/apt,1558,10,2016-03-29,0.09,1,High,0,Short,Unpopuler
9,952677,Standard Room Decor do Hostel,Khlong San,13.7204,100.50757,Private room,700,4,2019-12-27,0.03,10,Low,0,Short,Unpopuler
10,55681,Sathorn Terrace Apartment(61),Bang Rak,13.71934,100.5176,Private room,1150,27,2019-01-03,0.19,7,High,0,Short,Unpopuler
11,1765918,2BR apt in a cozy neighborhood,Phaya Thai,13.77486,100.54272,Entire home/apt,1893,129,2022-09-30,1.17,1,High,1,Short,Unpopuler
12,55686,Comfy bedroom near River pier & BTS  Taksin.,Sathon,13.71802,100.51539,Hotel room,1862,208,2019-12-02,1.44,7,High,0,Short,Unpopuler
13,59221,budget hotel bangkok near subway,Din Daeng,13.77941,100.57383,Entire home/apt,910,3,2018-07-30,0.02,2,High,0,Short,Unpopuler
14,959254,"Deluxe Condo, Nana, Pool/GYM/Sauna",Khlong Toei,13.71516,100.56806,Entire home/apt,1400,0,1970-01-01,0.0,1,High,0,Long,Unpopuler
15,62217,Luxury@swimpool/FreeWiFi/nearJJMkt,Phaya Thai,13.79152,100.53982,Private room,4156,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
16,1791481,Nice and Quiet condo near BTS Onnut,Khlong Toei,13.70719,100.59936,Entire home/apt,1577,78,2019-05-31,0.78,1,High,0,Long,Unpopuler
17,66046,"24Flr- 1br Apt near JJ, MRT, BTS",Chatu Chak,13.82298,100.56484,Entire home/apt,122594,9,2020-03-04,0.09,6,High,0,Short,Unpopuler
18,105042,Central Bangkok 3 Bedroom Apartment,Khlong Toei,13.73378,100.56303,Entire home/apt,5680,148,2020-01-07,1.08,1,High,0,Long,Unpopuler
19,1793000,The Duplex - Asoke- Luxury 92sqm,Vadhana,13.74668,100.56137,Entire home/apt,5034,287,2022-11-22,2.59,1,High,3,Short,Populer
20,960858,"New, Stylish & Luxury Studio Condo",Sai Mai,13.9077,100.64473,Private room,1500,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
21,113744,River View - Ivy Condo (1 Bedroom),Rat Burana,13.68568,100.49231,Private room,1385,0,1970-01-01,0.0,1,High,0,Long,Unpopuler
22,965722,Siamese Gioia on Sukhumvit 31,Vadhana,13.74444,100.57003,Private room,3775,3,2018-12-24,0.05,1,High,0,Long,Unpopuler
23,1808600,Contemporary Modern Duplex-Thong Lo,Khlong Toei,13.72097,100.57823,Entire home/apt,2078,83,2018-09-12,0.75,1,Low,0,Long,Unpopuler
24,118118,Pan Dao Condo 5 min from BTS On Nut,Khlong Toei,13.70441,100.59968,Entire home/apt,1732,3,2013-10-09,0.02,1,High,0,Short,Unpopuler
25,1816517,1 BR condominium center BKK +NETFLIX+55SQM,Ratchathewi,13.75351,100.53308,Entire home/apt,2000,76,2018-04-05,0.7,1,High,0,Short,Unpopuler
26,969792,1 penthouse in central Bangkok,Ratchathewi,13.7547,100.53268,Entire home/apt,3082,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
27,121410,"MetroPoint Suite Room, Near Airport",Bang Kapi,13.76747,100.63287,Private room,1190,0,1970-01-01,0.0,3,High,0,Short,Unpopuler
28,145343,Boutique Rooms Near Bangkok Airport,Lat Krabang,13.721868,100.771713,Private room,1329,28,2022-11-25,0.28,1,High,13,Short,Unpopuler
29,973830,BangLuang House1 @ Bangkok Thailand,Bangkok Yai,13.73292,100.46413,Private room,2078,76,2019-12-31,0.64,3,High,0,Short,Unpopuler
30,156583,Studio near Chula University/Silom walk to MRT/BTS,Bang Rak,13.7285,100.52313,Entire home/apt,1176,63,2022-11-25,0.47,2,Low,2,Short,Unpopuler
31,1823321,กรองทองแมนชั่น (ลาดพร้าว 81),Wang Thong Lang,13.78938,100.6134,Private room,600,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
32,159854,Deluxe one Bedroom Condo w.Pool-GYM & Sauna 8-7,Vadhana,13.74293,100.55603,Entire home/apt,1659,212,2022-12-08,1.58,3,High,7,Short,Unpopuler
33,976690,Beautiful 1 BR apartment @BTS Ari,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,90,2022-11-15,0.77,4,High,2,Short,Unpopuler
34,978531,Urban Oasis in the heart of Bangkok,Sathon,13.72291,100.53759,Entire home/apt,5429,3,2018-12-18,0.03,3,Low,0,Short,Unpopuler
35,166267,1Bed apt. near Chula University/Silom,Bang Rak,13.72733,100.52555,Entire home/apt,1843,71,2022-11-30,0.54,2,Low,5,Short,Unpopuler
36,169285,Stay at the ROARING RATCHADA!,Huai Khwang,13.78118,100.58349,Private room,1316,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
37,978969,"60 m2 apartment in Thong Lor, Bangkok",Vadhana,13.73224,100.57803,Entire home/apt,1870,5,2019-11-10,0.05,1,High,0,Short,Unpopuler
38,1842066,ICONSIAM River view  on 49th floor,Bang Rak,13.72287,100.51678,Private room,2500,15,2015-12-08,0.14,1,Low,0,Long,Unpopuler
39,169514,2br apt in Sukhumvit Asoke near BTS,Vadhana,13.74464,100.55784,Entire home/apt,1732,0,1970-01-01,0.0,1,High,0,Long,Unpopuler
40,1849029,Self catering cozy1-bed near BTS,Vadhana,13.7137,100.59637,Entire home/apt,1300,7,2018-12-18,0.06,1,High,0,Long,Unpopuler
41,1862089,❂☀☀☀Perfect Escape☀☀☀Sunny Roof EnSuite☀☀☀☀,Sathon,13.72062,100.54707,Entire home/apt,1200,419,2022-12-07,3.77,37,High,1,Short,Populer
42,985743,Room with city view of BKK,Sathon,13.71803,100.54654,Private room,3500,0,1970-01-01,0.0,3,High,0,Short,Unpopuler
43,988373,BangLuang House 2@ Bangkok Thailand,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,95,2022-12-15,0.8,3,High,10,Short,Unpopuler
44,172332,Tranquility found in busy Bangkok near new skytran,Bang Sue,13.83148,100.52102,Entire home/apt,1000,21,2019-02-20,0.17,7,Low,0,Short,Unpopuler
45,1016487,Private room in Bangkok,Chatu Chak,13.82148,100.58326,Private room,350,0,1970-01-01,0.0,1,High,0,Long,Unpopuler
46,1862331,☞✪✪✪✪Roomy Studio 4 Family r friends✪No Stairs✪✪✪✪,Sathon,13.72073,100.5469,Entire home/apt,1450,268,2022-12-15,2.59,8,High,7,Short,Populer
47,1862377,☞Downtown Central Studio-Bangkok MRT,Sathon,13.72063,100.54694,Entire home/apt,1200,310,2022-12-11,3.0,8,High,9,Short,Populer
48,185364,Beautiful Wood Bangkok Resort House,Nong Chok,13.779,100.83671,Entire home/apt,8658,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
49,1887544,"""Serviced 2 Bed Scenic SkyVillas""",Sathon,13.72096,100.52911,Entire home/apt,3757,118,2022-11-30,1.07,7,Low,12,Short,Unpopuler
50,1888303,Cozy 1BR rooftop (BTS Ploenchit) heart of bangkok,Khlong Toei,13.73782,100.55179,Entire home/apt,1490,11,2018-07-02,0.15,1,Low,0,Short,Unpopuler
51,1019241,Chic two bedroom for Monthly rental,Bang Rak,13.72687,100.52725,Entire home/apt,2701,104,2020-02-20,0.89,1,Low,0,Long,Unpopuler
52,241416,Sukhumvit52 near SkyTrain to BkkCBD,Phra Khanong,13.70169,100.5977,Private room,2251,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
53,1026451,"♡Chic Studio, Easy Walk to Pier & BTS Taksin♡",Sathon,13.71192,100.51535,Entire home/apt,866,472,2022-12-15,4.02,7,High,29,Short,Populer
54,1028469,One Bedroom Suite- WIFI- SATHORN,Sathon,13.71602,100.52663,Private room,2696,0,1970-01-01,0.0,3,High,0,Short,Unpopuler
55,1028486,STUDIO RM2 - WIFI- SATHORN,Sathon,13.71798,100.52841,Private room,1736,4,2014-11-12,0.04,3,High,0,Short,Unpopuler
56,1035589,Quiet Double  Bed Apartment,Thawi Watthana,13.79274,100.33377,Private room,1800,1,2022-10-25,0.46,3,High,1,Short,Unpopuler
57,1035640,Quiet Double Bed Apartment,Thawi Watthana,13.79315,100.33356,Private room,1800,0,1970-01-01,0.0,3,High,0,Short,Unpopuler
58,1897982,Suvarnabhumi free transfer,Lat Krabang,13.72141,100.72946,Entire home/apt,1558,43,2020-03-03,0.39,2,High,0,Short,Unpopuler
59,296960,Luxury&Comfy wthWifi walk-distance to Subwy-Malls,Chatu Chak,13.80926,100.56892,Entire home/apt,900,56,2019-08-04,0.43,1,High,0,Long,Unpopuler
60,1898332,"Apr. for rent full fur 1 bedroom, monthly",Bang Na,13.67805,100.62451,Private room,400,0,1970-01-01,0.0,1,High,0,Long,Unpopuler
61,1041976,Long-stay special rate spacious entire floor Siam,Parthum Wan,13.74814,100.52016,Entire home/apt,2900,295,2021-08-21,2.61,3,Low,0,Long,Populer
62,313459,One Bed Room at Sukumvit 50 Bangkok,Khlong Toei,13.71513,100.5683,Private room,2226,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
63,1052180,"City View, relaxed theme & delicious food around",Bang Kho laen,13.69947,100.52726,Entire home/apt,890,29,2022-12-18,0.27,6,Low,4,Short,Unpopuler
64,1926489,Ideo Blucove Sukhumvit Bangkok,Bang Na,13.67998,100.61074,Entire home/apt,1500,0,1970-01-01,0.0,1,High,0,Long,Unpopuler
65,320014,2-BR condo near BTS on Sukhumvit Rd,Khlong Toei,13.7281,100.57318,Entire home/apt,1732,67,2022-09-20,0.51,1,Low,1,Long,Unpopuler
66,1933894,"NewlyRenovated! 3Br,SingleHouse, Park/BTS/Airport.",Pra Wet,13.70004,100.6787,Entire home/apt,3394,3,2022-11-28,0.03,8,High,2,Short,Unpopuler
67,1057173,"IdeoMix, Sukhumvit RD, close to BTS",Bang Na,13.67991,100.61055,Entire home/apt,922,170,2022-12-05,1.54,1,High,5,Short,Unpopuler
68,1060320,Mix Dorm  Decor do Hostel,Khlong San,13.72214,100.50752,Shared room,350,12,2020-02-08,0.12,10,Low,0,Short,Unpopuler
69,384924,Oasis in the heart of Bangkok,Ratchathewi,13.74902,100.55652,Entire home/apt,866,94,2022-08-31,0.75,1,Low,1,Long,Unpopuler
70,1067748,5 mins by car from Chong Nonsi BTS Station,Sathon,13.71498,100.53312,Private room,1543,40,2022-12-09,0.46,4,Low,10,Short,Unpopuler
71,1077493,Inn Saladaeng - Superior hotel room,Bang Rak,13.72825,100.53774,Entire home/apt,1589,36,2022-09-01,0.33,2,Low,1,Short,Unpopuler
72,1943048,"Best nr Chatujak, MRT, BTS free wifi&fNetflix",Chatu Chak,13.81694,100.56451,Entire home/apt,1271,293,2022-12-06,2.72,1,Low,19,Short,Populer
73,385130,❂Citycenter✔Subway station✔Private Bathroom4Aircon,Sathon,13.72062,100.54707,Entire home/apt,800,396,2020-04-30,3.02,37,High,0,Short,Populer
74,385278,Nice River View Condominium 30 sq.m,Rat Burana,13.68426,100.49841,Private room,1558,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
75,385979,Monthly rent 2Beds/2Baths quiet APT at BTS,Khlong San,13.71905,100.50414,Entire home/apt,1747,80,2020-01-28,0.62,1,High,0,Long,Unpopuler
76,390611,Sukhumvit apartment near Nana BTS,Khlong Toei,13.74052,100.55237,Entire home/apt,797,189,2022-11-28,1.45,1,High,13,Short,Unpopuler
77,1947314,A room w/ the view :-) in the city,Vadhana,13.71012,100.60281,Entire home/apt,6926,1,2019-01-13,0.02,1,High,0,Short,Unpopuler
78,1079039,Spacious 1Bed apartment,Huai Khwang,13.75224,100.58979,Entire home/apt,1169,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
79,1086843,Near Bangkok more space than urban!,Phra Nakhon,13.75135,100.49447,Shared room,5195,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
80,393066,✺✺99 feet in the sky✺✺,Sathon,13.72062,100.54707,Entire home/apt,829,430,2022-10-01,3.39,37,High,10,Short,Populer
81,397449,Cozy Studio Apt near Skytrain.(72/74),Sathon,13.71782,100.51622,Private room,950,39,2022-10-01,0.3,7,High,2,Short,Unpopuler
82,405662,"Asoke: tasteful, modern 1BR condo",Vadhana,13.73816,100.56495,Entire home/apt,1400,32,2022-10-31,0.25,2,Low,5,Long,Unpopuler
83,1088343,"2 bed 2 bath, BTS, Supermarkets, Monthly",Vadhana,13.7104,100.60171,Entire home/apt,2355,19,2020-01-04,0.17,1,High,0,Long,Unpopuler
84,1094136,"Private, relaxed with amenities",Bang Kho laen,13.69949,100.52725,Entire home/apt,980,18,2022-11-26,0.18,6,Low,1,Short,Unpopuler
85,1961981,S1 hostel (Dorm) Sathorn Bangkok,Sathon,13.72157,100.54509,Shared room,330,82,2019-12-09,0.83,3,High,0,Short,Unpopuler
86,407381,3 minutes walk to Phrom Phong BTS,Vadhana,13.73675,100.57191,Entire home/apt,3740,18,2022-09-14,0.15,1,Low,1,Short,Unpopuler
87,1975849,1 BDM CONDO SAPHAN KWAI/ARI walk to JJ/BTS/MRT,Phaya Thai,13.79128,100.54935,Entire home/apt,1000,29,2022-09-01,0.27,1,Low,4,Short,Unpopuler
88,1133843,เฮ้าส์โหมด House Mode,Thon buri,13.72646255738608,100.49129336748284,Private room,800,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
89,413824,❂100% Private&Central Light EnSuite,Sathon,13.72062,100.54707,Entire home/apt,800,325,2020-03-14,2.67,37,High,0,Short,Populer
90,428360,Spacious Studio kitchen/wifi,Yan na wa,13.69673,100.53202,Entire home/apt,1143,35,2019-03-04,0.27,41,High,0,Long,Unpopuler
91,428421,2. Bangkok bright Apartment 201,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,40,2018-10-24,0.31,41,High,0,Long,Unpopuler
92,428907,1.Bangkok great value Studio WIFI,Bang Kho laen,13.69977,100.52652,Entire home/apt,831,14,2013-11-01,0.11,41,High,0,Long,Unpopuler
93,428950,BKK City Fab Luxx Studio free wifi @1194,Bang Kho laen,13.698,100.52886,Entire home/apt,790,127,2022-12-14,1.0,41,High,5,Short,Unpopuler
94,430691,5. Bangkok Bright Apartment -WIFI,Bang Kho laen,13.70068,100.5228,Entire home/apt,720,26,2016-11-05,0.23,41,High,0,Long,Unpopuler
95,430703,"6. Bangkok nice, cosy Apartment 201",Bang Kho laen,13.69925,100.52624,Entire home/apt,890,48,2022-11-13,0.38,41,High,3,Short,Unpopuler
96,430706,7. Bangkok big bright Apartment 402,Bang Kho laen,13.70086,100.52276,Entire home/apt,1211,8,2013-06-28,0.07,41,High,0,Long,Unpopuler
97,432004,STUDIO-WIFI-RAIN SHOWER-SATHORN,Sathon,13.71922,100.5255,Private room,1736,14,2017-02-23,0.12,3,High,0,Short,Unpopuler
98,439051,Luxury Riverview Teakwood Apartment-Great Views :),Yan na wa,13.67317,100.54406,Hotel room,1558,120,2020-02-28,0.93,1,High,0,Short,Unpopuler
99,1138679,1 Bed Pool Access Onnut BTS,Suanluang,13.71119,100.63334,Entire home/apt,970,1,2013-07-01,0.01,2,High,0,Short,Unpopuler
100,1976962,River Side Luxury View,Yan na wa,13.70497,100.55134,Private room,2500,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
101,449782,BKK Center Fab studio1150 free wifi,Bang Kho laen,13.69832,100.52434,Entire home/apt,929,60,2022-10-30,0.47,41,Low,1,Short,Unpopuler
102,449826,Loft by the Church w kitchen/wifi near Sathon,Bang Kho laen,13.70218,100.52254,Entire home/apt,670,38,2018-03-31,0.31,41,High,0,Short,Unpopuler
103,450464,9. Bangkok Mini Stylish Studio 205,Bang Kho laen,13.70039,100.52806,Entire home/apt,720,40,2022-12-12,0.4,41,High,3,Short,Unpopuler
104,527553,"Beautiful Apt @ Ratchayothin BTS, Free Wifi",Chatu Chak,13.82841,100.57103,Entire home/apt,1004,24,2018-07-22,0.19,2,Low,0,Short,Unpopuler
105,1980886,New and Modern Spacious Apartment,Phra Khanong,13.6937,100.59897,Entire home/apt,1385,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
106,1982413,Hip Studio ♥ Of BKK+River+BTS+WIFI,Sathon,13.71278,100.5156,Entire home/apt,811,404,2022-12-15,3.67,7,High,19,Short,Populer
107,1986193,Condo QUATTRO @Thonglor Near BTS,Vadhana,13.72873,100.58039,Entire home/apt,2000,6,2022-12-16,0.05,3,Low,1,Short,Unpopuler
108,2018775,Big quiet Studio for weekly monthly long term Stay,Sathon,13.720317,100.54586,Private room,1629,4,2022-10-23,0.7,7,Low,4,Short,Unpopuler
109,2064413,BH : Double Room - Near BTS,Sathon,13.71659,100.51588,Private room,835,0,1970-01-01,0.0,7,High,0,Short,Unpopuler
110,2065054,Suite with Balcony,Sathon,13.71655,100.51384,Private room,926,1,2019-04-13,0.02,7,High,0,Short,Unpopuler
111,2065536,Room + Shared Shower Room near BTS,Sathon,13.71496,100.51406,Private room,866,0,1970-01-01,0.0,7,High,0,Short,Unpopuler
112,2065699,BANGKOK HUB Studio Room+Shower Room,Sathon,13.718,100.51573,Private room,650,0,1970-01-01,0.0,7,High,0,Short,Unpopuler
113,2067731,BANGKOK HUB : Standard Double Room,Sathon,13.71662,100.51572,Shared room,866,2,2019-01-01,0.03,7,High,0,Short,Unpopuler
114,1141969,Great location on a charming loft,Bang Rak,13.72687,100.52326,Entire home/apt,5887,8,2019-01-22,0.07,1,High,0,Long,Unpopuler
115,1151862,phiyapa,Don Mueang,13.9277,100.58757,Private room,1250,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
116,1160838,Spacious 2 Bedroom Apartment near BTS-non smoking,Phaya Thai,13.7736,100.54079,Entire home/apt,2571,109,2022-12-18,1.15,4,High,56,Short,Unpopuler
117,1187726,Private Studio Bed Room Walkable from BTS Ari,Phaya Thai,13.77808,100.5416,Entire home/apt,1000,18,2021-03-15,0.41,1,High,0,Long,Unpopuler
118,534241,Stunning 24th Fl Terrace Penthouse!,Chatu Chak,13.80994,100.5651,Entire home/apt,4156,0,1970-01-01,0.0,1,High,0,Long,Unpopuler
119,1206077,CityCenter BTS Ari AREE FastWifi+Kitchen+SwimPool,Phaya Thai,13.77776,100.54353,Entire home/apt,3847,34,2021-05-17,0.32,1,Low,0,Short,Unpopuler
120,1208204,Deluxe Condo at perfect location 2-0,Vadhana,13.73757,100.55996,Entire home/apt,1485,206,2022-12-14,1.83,3,Low,20,Short,Populer
121,2068795,Wow! Entire 3 story house in Bangkok,Dusit,13.77537,100.52383,Entire home/apt,2814,271,2022-12-20,2.97,1,Low,2,Short,Populer
122,580270,✴✴Colorful Room with Soaring Views in Center BKK✴✴,Sathon,13.72062,100.54707,Entire home/apt,707,93,2022-11-25,0.95,37,High,11,Short,Unpopuler
123,581755,Brand New room near Airport Railway,Bang Kapi,13.75056,100.60844,Private room,1316,1,2013-12-03,0.01,1,High,0,Short,Unpopuler
124,2068972,State tower riverview 42th freewifi,Bang Rak,13.72225,100.51642,Private room,2061,11,2015-09-02,0.1,4,High,0,Long,Unpopuler
125,2069445,1Br riverview 42th State tower wifi,Bang Rak,13.72221,100.51568,Private room,2061,3,2015-09-01,0.03,4,High,0,Long,Unpopuler
126,2070131,"Cozy Studio by BTS: Wifi, Pool #2",Phra Khanong,13.69821,100.60626,Entire home/apt,600,77,2022-11-30,0.7,6,High,2,Long,Unpopuler
127,605314,☀ ☼Sky bedroom with a smooth life view☼☀,Sathon,13.72061,100.54706,Entire home/apt,750,426,2022-12-08,3.39,37,High,10,Short,Populer
128,1218098,Transit DMK & Not far from Impact,Lak Si,13.88974,100.56257,Private room,800,27,2016-04-08,0.23,4,High,0,Short,Unpopuler
129,605343,✬Sweet Dreams in the Center of Bangkok@Sky House✬,Sathon,13.72062,100.54709,Entire home/apt,693,224,2022-12-13,1.84,37,High,4,Short,Populer
130,1218842,F/F Studio APT For Rent. ARI BTS.,Phaya Thai,13.78148,100.54868,Private room,1088,1,2019-01-04,0.02,2,High,0,Short,Unpopuler
131,608624,Big Jacuzzi+BTS/BRT+wifi 100mbps,Thon buri,13.71699,100.4783,Entire home/apt,2000,0,1970-01-01,0.0,19,High,0,Short,Unpopuler
132,688013,1 BR Near BTS WIFI/POOL/FITNESS (B),Bang Na,13.67926,100.61655,Entire home/apt,808,147,2022-11-30,1.18,6,High,2,Long,Unpopuler
133,691478,Studio ๏ Affordable comfort,Phaya Thai,13.78887,100.56009,Entire home/apt,500,4,2012-12-15,0.03,1,High,0,Long,Unpopuler
134,715652,Cosy 1 bed room service apartment!,Din Daeng,13.78777,100.56551,Entire home/apt,866,6,2015-10-18,0.05,1,High,0,Short,Unpopuler
135,1227663,Hip Luxury Apt in Best Location,Parthum Wan,13.74088,100.54102,Entire home/apt,3097,120,2022-12-04,1.03,1,Low,1,Short,Unpopuler
136,2071610,Metro view of studio near BTS Ari,Phaya Thai,13.78686,100.54951,Entire home/apt,850,14,2020-01-10,0.13,1,High,0,Long,Unpopuler
137,722291,"1 bedroom apartment, Center Bangkok",Sathon,13.72109,100.53915,Entire home/apt,1212,35,2022-06-17,0.31,3,High,3,Long,Unpopuler
138,2075095,"Top of ""Old Siam""- 17th floor views",Phra Nakhon,13.76473,100.49718,Entire home/apt,935,34,2022-06-19,0.31,1,High,1,Long,Unpopuler
139,1235695,Furnished studio 5min from Skytrain,Phaya Thai,13.78761,100.55319,Entire home/apt,623,0,1970-01-01,0.0,2,High,0,Long,Unpopuler
140,722660,"Bangkok View, Luxurious 1 bedroom,Sathorn.",Sathon,13.70644,100.52544,Entire home/apt,1212,0,1970-01-01,0.0,2,High,0,Short,Unpopuler
141,1244333,"Private Room@Chatuchak,BTS,JJ market,DMK airport",Phaya Thai,13.79221,100.54631,Private room,399,33,2020-03-15,0.78,1,Low,0,Short,Unpopuler
142,2076867,U Delight  @ Jatujak Station,Chatu Chak,13.79844,100.55726,Entire home/apt,591,0,1970-01-01,0.0,1,High,0,Long,Unpopuler
143,2077641,1BR River view 19th State tower,Bang Rak,13.72007,100.51711,Private room,1300,3,2015-01-01,0.03,4,High,0,Long,Unpopuler
144,2077825,Le Siam heritage Residence,Bang Rak,13.72063,100.51611,Private room,1300,0,1970-01-01,0.0,4,High,0,Long,Unpopuler
145,723070,"One Bed apartmentm,The Seed Mingle condo, Bangkok",Sathon,13.72075,100.53993,Entire home/apt,1558,2,2018-12-05,0.04,2,High,0,Short,Unpopuler
146,729015,NEW River Condo Center BTS temples,Khlong San,13.72077,100.51202,Entire home/apt,3281,37,2018-04-30,0.3,2,High,0,Long,Unpopuler
147,2084034,Unique 2 bd-apt right above pool,Vadhana,13.73332,100.57099,Entire home/apt,2220,58,2022-11-18,0.53,2,High,2,Short,Unpopuler
148,1255386,SSIP HOME-15minWalkKhaosan-FreeBreakfast-TripleBed,Dusit,13.77073,100.50478,Private room,7500,0,1970-01-01,0.0,3,High,0,Short,Unpopuler
149,1296322,Mini chic Apartment -BTS S Taksin,Sathon,13.71425,100.51332,Entire home/apt,703,206,2022-12-14,1.79,41,High,6,Short,Populer
150,736372,Luxury Condo @ The Heart of Bangkok,Vadhana,13.74283,100.58651,Entire home/apt,1974,0,1970-01-01,0.0,1,High,0,Long,Unpopuler
151,1302302,2 Bed Serviced Penthouse SkyVillas,Sathon,13.72027,100.52851,Entire home/apt,3757,135,2022-11-11,1.19,7,Low,3,Short,Unpopuler
152,1316688,Contemporary Modern Duplex - Thonglor,Khlong Toei,13.72242,100.57962,Entire home/apt,1489,81,2022-10-07,0.72,1,Low,3,Long,Unpopuler
153,742497,Chao Phraya Rumors,Samphanthawong,13.73989,100.50179,Private room,1732,1,2013-08-18,0.01,1,High,0,Short,Unpopuler
154,1323380,Master Suite in Pool Villa,Vadhana,13.74618,100.55168,Private room,9600,1,2017-06-19,0.01,2,High,0,Long,Unpopuler
155,1338281,Loft Studio 6 min BTS Sapan Taksin,Sathon,13.71506,100.51319,Entire home/apt,1100,117,2019-05-30,1.02,41,High,0,Long,Unpopuler
156,1338489,FABB Modern 4. BTS Sapan Taksin,Sathon,13.7133,100.51337,Entire home/apt,1100,146,2020-03-02,1.27,41,Low,0,Short,Unpopuler
157,2112940,Great Studio in Great Area 24Sqm.,Suanluang,13.72383,100.61609,Entire home/apt,1306,2,2015-01-15,0.02,4,High,0,Long,Unpopuler
158,2118606,City heart resort style condo.,Phaya Thai,13.78064,100.54393,Entire home/apt,1385,7,2017-07-26,0.07,1,High,0,Short,Unpopuler
159,2124717,Large cozy Studio in on nut 17,Suanluang,13.7234,100.61828,Entire home/apt,1212,10,2017-08-10,0.1,10,High,0,Short,Unpopuler
160,742693,New & Nice 1 Bed Apt Thonglor BTS,Khlong Toei,13.72062,100.58019,Entire home/apt,1732,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
161,2130543,Bangkok Riverside near Asiatique,Bang Kho laen,13.7016,100.50262,Entire home/apt,4800,18,2016-12-24,0.2,2,High,0,Short,Unpopuler
162,2133513,Amazing studio in Onnut,Suanluang,13.72158,100.61654,Entire home/apt,999,11,2022-10-31,0.12,4,High,2,Short,Unpopuler
163,768019,Luxury 2BR Pool Villa /Cul-de-Sac (4 weeks +),Vadhana,13.73668,100.56693,Entire home/apt,4156,4,2015-08-11,0.03,2,High,0,Long,Unpopuler
164,801844,Big space in eastern BKK,Bang Kapi,13.75878,100.64988,Entire home/apt,519,1,2016-11-09,0.01,1,High,0,Short,Unpopuler
165,808870,Chambre privée en condominium,Khlong Toei,13.73684,100.55488,Private room,1500,0,1970-01-01,0.0,1,High,0,Short,Unpopuler
166,2135883,Elegant 2-Brm Condo in Heart of Bangkok,Bang Rak,13.72543,100.53838,Entire home/apt,5195,95,2022-12-13,0.92,1,High,14,Short,Unpopuler
167,1341114,Five artist loft apartments,Bang Na,13.67826,100.60592,Entire home/apt,1750,0,1970-01-01,0.0,2,High,0,Long,Unpopuler
168,811670,Lovely quaint Bangkok home,Din Daeng,13.78499,100.56958,Entire home/apt,2000,26,2022-12-11,0.22,1,High,2,Short,Unpopuler
169,1341890,"MODERN STUDIO SKYTRAIN, WIFI, 40%Monthly Discount!",Huai Khwang,13.74538,100.59943,Entire home/apt,888,53,2022-12-06,0.46,8,Low,7,Short,Unpopuler
170,818612,Budget price but 5 star value near new skytrain,Bang Sue,13.83148,100.52151,Entire home/apt,1000,7,2017-05-12,0.06,7,Low,0,Short,Unpopuler
171,822214,Jade House overlooking Pool near new skytrain,Bang Sue,13.83148,100.52307,Entire home/apt,1200,21,2022-12-22,0.18,7,Low,1,Short,Unpopuler
